م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
1170,ORIGINAL STRONGER WITH YOU 100 ML,0,0,456٫92,0,900,0,800,0,700,0,600,0,2025/08/10,,,,,,,,,,,,,,,3614272225718,100 ML,0,,0,ORIGINAL,STRONGER WITH YOU,,,,96٫97,0,0,عطور,1,---,99999,\us\134\pid\5339\f133989622661979382117.png,450,,,,,,,,,,,Online,-1,,15,#PARFUME ,"برفانات, سترونجر, ارماني",ا/عبد الفتاح سمير عبد الفتاح,,,,0,49٫23,456٫92,2025/08/03,STRONGER WITH YOU,456٫92,لا,900,800,700,600,2
1171,ORIGINAL SUN,0,0,100,0,400,0,350,0,300,0,250,0,2025/11/20,,,,,,,,,,,,,,,3516640511327,,0,,0,ORIGINAL,SUN,,,,300,0,0,,1,نواقص,99999,,100,,2025/11/21,,,,,,,,2025/11/20,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,75,100,2023/08/10,,100,لا,400,350,300,250,0
1172,ORIGINAL Twisted Peppermint,0,0,200,0,360,0,340,0,320,0,300,0,2024/03/08,,,,,,,,,,,,,,,667555497756,,0,,0,ORIGINAL,Twisted Peppermint,,,,80,0,0,,1,نواقص,99999,,200,,2024/03/08,,,,,,,,2024/03/08,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,44٫44,200,2023/08/10,,200,لا,360,340,320,300,0
1173,ORIGINAL U D V ULRIC DE VARENS 100ML,0,0,135,0,190,0,180,0,160,0,150,0,2024/12/19,,,,,,,,,,,,,,,3326240816698,100ML,0,,0,ORIGINAL,U D V ULRIC DE VARENS,,,,40٫74,0,0,,1,نواقص,99999,,135,,2023/04/15,,,,,,,,2023/04/15,,-1,,,,,رويال/ادره المخازن,,,,0,28٫95,135,2022/02/09,,135,لا,190,180,160,150,0
1174,ORIGINAL VARENS D'ORIENT,0,0,135,0,250,0,220,0,180,0,160,0,2024/06/13,,,,,,,,,,,,,,,3326240045821,,0,,0,ORIGINAL,VARENS D'ORIENT,,,,85٫19,0,0,,1,نواقص,99999,,135,,2024/06/13,,,,,,,,2024/06/13,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,46,135,2021/05/13,,135,لا,250,220,180,160,0
1175,ORIGINAL Victoria Secret Glam Angel,0,0,200,0,320,0,300,0,280,0,260,0,2023/08/12,,,,,,,,,,,,,,,667546353375,Glam Angel,0,,0,ORIGINAL,Victoria Secret,,,,60,0,0,,1,نواقص,99999,,200,,2023/08/14,,,,,,,,2023/08/12,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,37٫5,200,2023/08/10,,200,لا,320,300,280,260,0
1176,ORIGINAL اسد ASAD Lattafa 100 ML,0,0,456٫92,0,900,0,800,0,700,0,600,0,2025/08/10,,,,,,,,,,,,,,,6291108735411,Lattafa,0,,0,ORIGINAL,اسد ASAD,100 ML,,,96٫97,0,0,عطور,1,---,99999,\us\134\pid\5337\f133989617619349602114.png,450,,,,,,,,,,2025/08/03,Online,-1,2025/08/31,20,#ASAD ,"برفان, عطور, رويال",ا/عبد الفتاح سمير عبد الفتاح,,,,0,49٫23,456٫92,2025/08/03,ASAD,456٫92,لا,900,800,700,600,2
36,إجمالي -   ORIGINAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Palette 3-65 صبغه,0,0,30,0,40,0,38,0,37,0,36,0,2024/12/19,,,,,,,,,,,,,,,3838824239682,,0,,0,Palette,3-65 صبغه,,,,33٫33,0,0,,1,نواقص,99999,,30,,2022/06/18,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,25,30,2022/02/09,,30,لا,40,38,37,36,0
1178,Palette 9-0,0,0,30,0,40,0,38,0,37,0,36,0,2024/12/19,,,,,,,,,,,,,,,3838824127965,,0,,0,Palette,9-0,,,,33٫33,0,0,,1,نواقص,99999,,30,,2022/12/17,,,,,,,,2023/03/08,,-1,,,,,رويال/ادره المخازن,,,,0,25,30,2022/02/09,,30,لا,40,38,37,36,0
1179,Palette 9-65,0,0,30,0,40,0,38,0,37,0,36,0,2022/05/19,,,,,,,,,,,,,,,3838824358574,,0,,0,Palette,9-65,,,,33٫33,0,0,,1,نواقص,99999,,30,,2022/05/19,,,,,,,,2022/05/19,,-1,,,,,رويال/ادره المخازن,,,,0,25,30,2022/02/09,,30,لا,40,38,37,36,0
1180,Palette 10-1,0,0,30,0,40,0,38,0,37,0,36,0,2024/12/19,,,,,,,,,,,,,,,3838824127804,,0,,0,Palette,10-1,,,,33٫33,0,0,,1,نواقص,99999,,30,,2023/07/08,,,,,,,,2023/02/10,,-1,,,,,رويال/ادره المخازن,,,,0,25,30,2022/02/09,,30,لا,40,38,37,36,0
1181,Palette صبغه رقم 7,0,0,27٫5,0,40,0,38,0,35,0,32,0,2021/12/16,,,,,,,,,,,,,,,080001,,0,,0,Palette,صبغه رقم 7,,,,45٫45,0,0,,1,---,99999,,27٫5,,,,,,,,,,2021/12/16,,-1,,,,,رويال/ادره المخازن,,,,0,31٫25,27٫5,2021/12/16,,27٫5,لا,40,38,35,32,0
1182,Palette مشكل,0,0,40,0,60,0,55,0,50,0,45,0,2023/07/08,,,,,,,,,,,,,,,080002,,0,,0,Palette,مشكل,,,,50,0,0,,1,نواقص,99999,,40,,2023/06/18,,,,,,,,2023/07/08,,-1,,,,,جميل ساويروس,,,,0,33٫33,40,2022/12/20,,40,لا,60,55,50,45,0
6,إجمالي -   Palette,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PALMER'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PALMER'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,PALMER'S كريم بالمرز مغذي للشعر,0,0,0,0,35,0,33,0,30,0,26,0,,,,,,,,,,,,,,,,01018106622,,0,,0,PALMER'S,كريم بالمرز مغذي للشعر,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,35,33,30,26,0
1184,PALMER'S كريم بالمرز مغذي للشعر Hair Dress,0,0,25,0,50,0,45,0,40,0,35,0,2023/12/26,,,,,,,,,,,,,,,010181025020,Hair Dress,0,,0,PALMER'S,كريم بالمرز مغذي للشعر,,,,100,0,0,,1,نواقص,99999,,25,,2023/12/28,,,,,,,,2023/12/26,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,50,25,2023/08/10,,25,لا,50,45,40,35,0
2,إجمالي -   PALMER'S,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PANTENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANTENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,PANTENE SHAMPO 200 ML ANTI FALL,0,0,86,0,100,0,97,0,93,0,90,0,2025/07/05,,,,,,,,,,,,,,,5410076651948,200 ML,0,,0,PANTENE,SHAMPO,ANTI FALL,,,16٫28,0,0,,1,نواقص,99999,,86,,2025/07/05,,,,,,,,2025/07/05,,-1,,,,,اسحق انور,,,,0,14,86,2024/04/15,,86,لا,100,97,93,90,0
1,إجمالي -   PANTENE,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARFUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARFUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,PARFUM CALEGEND CHRIS ADAMS,0,0,115,0,200,0,175,0,150,0,125,0,2023/08/13,,,,,,,,,,,,,,,6291100174911,CHRIS ADAMS,0,,0,PARFUM,CALEGEND,,,,73٫91,0,0,,1,---,99999,,115,,,,,,,,,,2023/08/13,,-1,,,,,رصيد اول المده,,,,0,42٫5,115,2021/08/01,,115,لا,200,175,150,125,0
1187,PARFUM FLORA GREEN,0,0,35,0,65,0,55,0,45,0,40,0,2024/12/19,,,,,,,,,,,,,,,6223004029998,GREEN,0,,0,PARFUM,FLORA,,,,85٫71,0,0,,1,نواقص,99999,,35,,2023/10/12,,,,,,,,2022/12/06,,-1,,,,,رويال/ادره المخازن,,,,0,46٫15,35,2022/02/09,,35,لا,65,55,45,40,0
1188,PARFUM FLORA PINK,0,0,36,0,65,0,55,0,45,0,40,0,2024/12/19,,,,,,,,,,,,,,,6290020183140,PINK,0,,0,PARFUM,FLORA,,,,80٫56,0,0,,1,نواقص,99999,,36,,2022/06/18,,,,,,,,2021/11/23,,-1,,,,,رويال/ادره المخازن,,,,0,44٫62,36,2022/02/09,,36,لا,65,55,45,40,0
1189,PARFUM GLIGHT PRIVE POUR FEMME,0,0,137٫5,0,250,0,200,0,175,0,150,0,2024/12/19,,,,,,,,,,,,,,,6291103662958,PRIVE,0,,0,PARFUM,GLIGHT,POUR FEMME,,,81٫82,0,0,,1,نواقص,99999,,140,,2023/10/12,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,45,140,2022/02/11,,137٫5,لا,250,200,175,150,0
1190,PARFUM HOTLINE LOVE MUSIC,0,0,20,0,36,0,30,0,25,0,22,0,2021/11/29,,,,,,,,,,,,,,,622300402773,LOVE MUSIC,0,,0,PARFUM,HOTLINE,,,,80,0,0,,1,---,99999,,20,,,,,,,,,,2021/11/29,,-1,,,,,رصيد اول المده,,,,0,44٫44,20,2021/08/29,,20,لا,36,30,25,22,0
1191,PARFUM MAN IN BLUE GREY,0,0,35٫71,0,98,0,80,0,65,0,50,0,2024/12/19,,,,,,,,,,,,,,,3700134404596,GREY,0,,0,PARFUM,MAN IN BLUE,,,,174٫4,0,0,,1,نواقص,99999,,33,,2023/10/12,,,,,,,,2023/05/12,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,63٫56,33,2021/09/14,,35٫71,لا,98,80,65,50,0
1192,PARFUM MYSTIC BLUE,0,0,56,0,115,0,100,0,80,0,75,0,2024/12/19,,,,,,,,,,,,,,,3700107203157,BLUE,0,,0,PARFUM,MYSTIC,,,,105٫36,0,0,,1,نواقص,99999,,50,,2022/06/18,,,,,,,,2022/07/04,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,51٫3,50,2022/02/11,,56,لا,115,100,80,75,0
1193,PARFUM MYSTIC BLUEVIOLET,0,0,56,0,115,0,100,0,80,0,75,0,2024/12/19,,,,,,,,,,,,,,,3700108350225,BLUEVIOLET,0,,0,PARFUM,MYSTIC,,,,105٫36,0,0,,1,نواقص,99999,,50,,2023/10/12,,,,,,,,2022/08/17,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,51٫3,50,2022/02/11,,56,لا,115,100,80,75,0
1194,PARFUM MYSTIC fuchsia,0,0,56,0,115,0,100,0,90,0,75,0,2023/08/04,,,,,,,,,,,,,,,3700108350218,fuchsia,0,,0,PARFUM,MYSTIC,,,,105٫36,0,0,,1,نواقص,99999,,50,,2023/03/31,,,,,,,,2023/08/04,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,51٫3,50,2022/02/11,,56,لا,115,100,90,75,0
1195,PARFUM MYSTIC RED,0,0,56,0,115,0,100,0,80,0,75,0,2023/09/23,,,,,,,,,,,,,,,3700108351352,RED,0,,0,PARFUM,MYSTIC,,,,105٫36,0,0,,1,نواقص,99999,,50,,2023/04/16,,,,,,,,2023/09/23,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,51٫3,50,2022/02/11,,56,لا,115,100,80,75,0
1196,PARFUM NINA,0,0,32٫44,0,55,0,50,0,45,0,40,0,2024/12/19,,,,,,,,,,,,,,,6223004020278,,0,,0,PARFUM,NINA,,,,69٫52,0,0,,1,نواقص,99999,,32,,2023/02/14,,,,,,,,2023/02/14,,-1,,,,,رويال/ادره المخازن,,,,0,41٫01,32,2022/02/09,,32٫44,لا,55,50,45,40,0
1197,PARFUM Party Fantasy New Gold,0,0,33٫31,0,55,0,50,0,45,0,40,0,2024/12/19,,,,,,,,,,,,,,,6223004020254,New Gold,0,,0,PARFUM,Party Fantasy,,,,65٫13,0,0,,1,نواقص,99999,,36,,2023/10/12,,,,,,,,2022/03/23,,-1,,,,,رويال/ادره المخازن,,,,0,39٫44,36,2022/02/11,,33٫31,لا,55,50,45,40,0
1198,PARFUM PASSPORT BLUE,0,0,80,0,135,0,110,0,100,0,95,0,2024/12/19,,,,,,,,,,,,,,,3197858452253,BLUE,0,,0,PARFUM,PASSPORT,,,,68٫75,0,0,,1,نواقص,99999,,80,,2023/01/01,,,,,,,,2022/12/31,,-1,,,,,رويال/ادره المخازن,,,,0,40٫74,80,2022/02/09,,80,لا,135,110,100,95,0
1199,PARFUM Sensual,0,0,40,0,80,0,70,0,60,0,55,0,2022/10/20,,,,,,,,,,,,,,,9241467925555,,0,,0,PARFUM,Sensual,,,,100,0,0,,1,نواقص,99999,,40,,2022/10/21,,,,,,,,2022/10/20,,-1,,,,,رويال/ادره المخازن,,,,0,50,40,2022/02/11,,40,لا,80,70,60,55,0
1200,PARFUM SI BLACK WOMEN 100 ML,0,0,50,0,100,0,80,0,75,0,60,0,2024/12/19,,,,,,,,,,,,,,,024007,WOMEN,0,,0,PARFUM,SI BLACK,100 ML,,,100,0,0,,1,نواقص,99999,,50,,2022/03/07,,,,,,,,2023/11/14,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50,50,2021/09/14,,50,لا,100,80,75,60,0
1201,PARFUM SOUVAG MAN 100 ML,0,0,46,0,100,0,80,0,75,0,60,0,2024/12/19,,,,,,,,,,,,,,,024006,MAN,0,,0,PARFUM,SOUVAG,100 ML,,,117٫39,0,0,,1,نواقص,99999,,45,,2023/10/12,,,,,,,,2023/03/08,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,54,45,2022/02/11,,46,لا,100,80,75,60,0
1202,PARFUM Tender Rich,0,0,100,0,200,0,190,0,180,0,160,0,2023/06/05,,,,,,,,,,,,,,,3551440437033,,0,,0,PARFUM,Tender Rich,,,,100,0,0,,1,نواقص,99999,,100,,2023/06/07,,,,,,,,2023/06/05,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,50,100,2021/05/13,,100,لا,200,190,180,160,0
1203,PARFUM THOUGHTS DARKAR,0,0,50,0,95,0,80,0,75,0,67,0,2024/12/19,,,,,,,,,,,,,,,024002,DARKAR,0,,0,PARFUM,THOUGHTS,,,,90,0,0,,1,---,99999,,50,,,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,47٫37,50,2021/08/01,,50,لا,95,80,75,67,0
1204,PARFUM WHAT'S UP IS CLUBBER,0,0,44٫35,0,100,0,85,0,70,0,60,0,2022/09/02,,,,,,,,,,,,,,,6223004021343,IS CLUBBER,0,,0,PARFUM,WHAT'S UP,,,,125٫48,0,0,,1,نواقص,99999,,44٫35,,2022/03/30,,,,,,,,2022/09/02,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,55٫65,44٫35,2021/09/14,,44٫35,لا,100,85,70,60,0
1205,PARFUM WHAT'S UP IS LOVE,0,0,45٫16,0,100,0,80,0,70,0,57٫5,0,2022/11/11,,,,,,,,,,,,,,,6223004021329,IS LOVE,0,,0,PARFUM,WHAT'S UP,,,,121٫45,0,0,,1,نواقص,99999,,44٫35,,2022/11/09,,,,,,,,2022/11/11,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,54٫84,44٫35,2021/09/14,,45٫16,لا,100,80,70,57٫5,0
1206,PARFUM WHAT'S UP IS PRETTY,0,0,48٫25,0,98٫5,0,80,0,70,0,60,0,2022/08/23,,,,,,,,,,,,,,,6223004021336,IS PRETTY,0,,0,PARFUM,WHAT'S UP,,,,104٫15,0,0,,1,نواقص,99999,,46,,2022/04/18,,,,,,,,2022/04/18,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,51٫02,46,2021/09/14,,48٫25,لا,98٫5,80,70,60,0
1207,PARFUM WHAT'S UP IS SEXY,0,0,46٫13,0,100,0,80,0,70,0,60,0,2024/12/19,,,,,,,,,,,,,,,6223004021312,IS SEXY,0,,0,PARFUM,WHAT'S UP,,,,116٫8,0,0,,1,نواقص,99999,,44٫35,,2022/07/05,,,,,,,,2022/04/30,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,53٫88,44٫35,2021/09/14,,46٫13,لا,100,80,70,60,0
1208,PARFUM برفان علي ستاند,0,0,12,0,20,0,18,0,15,0,13٫5,0,2024/12/19,,,,,,,,,,,,,,,024009,,0,,0,PARFUM,برفان علي ستاند,,,,66٫67,0,0,,1,نواقص,99999,,12,,2023/10/12,,,,,,,,2023/01/31,,-1,,,,,كيرمينا,,,,0,40,12,2023/01/30,,12,لا,20,18,15,13٫5,0
1209,PARFUM مجموعه Ideal,0,0,40,0,75,0,70,0,65,0,60,0,2024/12/19,,,,,,,,,,,,,,,024005,,0,,0,PARFUM,مجموعه Ideal,,,,87٫5,0,0,,1,نواقص,99999,,40,,2023/10/12,,,,,,,,2021/10/28,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,46٫67,40,2021/05/13,,40,لا,75,70,65,60,0
24,إجمالي -   PARFUM,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PARFUME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARFUME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,PARFUME BUSINESS MAN POWER,0,0,60,0,110,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,035000,,0,,0,PARFUME,BUSINESS MAN POWER,,,,83٫33,0,0,,1,نواقص,99999,,60,,2023/10/12,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,45٫45,60,2022/02/09,,60,لا,110,90,80,70,0
1211,PARFUME CHARMED BLUE UNITED FUN,0,0,80,0,150,0,125,0,100,0,90,0,2024/12/19,,,,,,,,,,,,,,,8276690200439,UNITED FUN,0,,0,PARFUME,CHARMED BLUE,,,,87٫5,0,0,عطور,1,نواقص,99999,\us\134\pid\709\f132567627656685901006.png,80,,2021/07/14,,,,,,,,,Online,0,2024/01/01,10,#ROYALELCHIM ,"OEIGINAL,PARFUM,CHARMED,BLUE,UNITED,FUN",رصيد اول المده,,,,0,46٫67,80,2021/08/01,PAERUM CHARMED BLUE,80,لا,150,125,100,90,2
1212,PARFUME CLUB GENTLMAN BLUE GEPARLYS,0,0,55,0,110,0,90,0,75,0,60,0,2022/12/29,,,,,,,,,,,,,,,3700134405913,GEPARLYS,0,,0,PARFUME,CLUB GENTLMAN BLUE,,,,100,0,0,عطور,1,نواقص,99999,\us\134\pid\704\f132567594327465218016.png,55,,2022/12/29,,,,,,,,2022/12/29,Online,0,2021/04/01,30,#ROYALELCHIM ,"ORIGINAL,PARFUM,CLUB,GENTLMAN,BLUE,GEPARLYS",رويال/ادره المخازن,,,,0,50,55,2022/02/09,PARFUM CLUB GENTLMAN BLUE,55,لا,110,90,75,60,3
1213,PARFUME CLUB GENTLMAN GRAY GEPARLYS,0,0,0,0,100,0,90,0,75,0,60,0,,,,,,,,,,,,,,,,3700134405531,GEPARLYS,0,,0,PARFUME,CLUB GENTLMAN GRAY,,,,,0,0,عطور,1,نواقص,99999,\us\134\pid\705\f132567608880195805019.png,0,,2021/07/14,,,,,,,,,Online,0,2021/04/01,30,#ROYALELCHIM ,"ORIGINAL,PARFUM,CLUB,GENTLMAN,GRAY,GEPARLYS",,,,,0,,0,,PARFUM CLUB GENTLMAN GRAY GEPARLYS,0,لا,100,90,75,60,3
1214,PARFUME COOL MAN,0,0,96٫33,0,190,0,180,0,170,0,160,0,2026/01/03,,,,,,,,,,,,,,,035008,,0,,0,PARFUME,COOL MAN,,,,97٫25,0,0,,1,نواقص,99999,,95,,2025/10/22,,,,,,,,2026/01/03,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,49٫3,96٫33,2024/12/18,,96٫33,لا,190,180,170,160,0
1215,PARFUME CUBA,0,0,0,0,25,0,20,0,16,0,14,0,,,,,,,,,,,,,,,,5425017732099,,0,,0,PARFUME,CUBA,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,25,20,16,14,0
1216,PARFUME ELITE UNITED FUN,0,0,70,0,175,0,140,0,100,0,80,0,2023/03/30,,,,,,,,,,,,,,,035001,UNITED FUN,0,,0,PARFUME,ELITE,,,,150,0,0,,1,نواقص,99999,,70,,2023/03/31,,,,,,,,2023/03/30,,-1,,,,,رويال/ادره المخازن,,,,0,60,70,2022/02/09,,70,لا,175,140,100,80,0
1217,PARFUME Elysees Mode,0,0,100,0,200,0,180,0,160,0,140,0,2025/11/15,,,,,,,,,,,,,,,3551440414010,,0,,0,PARFUME,Elysees Mode,,,,100,0,0,,1,نواقص,99999,,100,,2025/11/15,,,,,,,,2025/11/15,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,50,100,2021/05/13,,100,لا,200,180,160,140,0
1218,PARFUME EXTASIA 25ML,0,0,20,0,40,0,35,0,25,0,23,0,2022/09/14,,,,,,,,,,,,,,,6290210012168,25ML,0,,0,PARFUME,EXTASIA,,,,100,0,0,,1,نواقص,99999,,20,,2022/09/14,,,,,,,,2022/09/14,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,50,20,2021/05/13,,20,لا,40,35,25,23,0
1219,PARFUME FOGG ROLL ON BAKHOOR,0,0,36,0,55,0,50,0,45,0,40,0,2025/03/19,,,,,,,,,,,,,,,6224009160228,BAKHOOR,0,,0,PARFUME,FOGG ROLL ON,,,,52٫78,0,0,,1,نواقص,99999,,36,,2025/03/19,,,,,,,,2025/03/19,,-1,,,,,اسحق انور,,,,0,34٫55,36,2024/04/15,,36,لا,55,50,45,40,0
1220,PARFUME FOGG ROLL ON ELEGANCE,0,0,36,0,55,0,50,0,45,0,40,0,2024/08/25,,,,,,,,,,,,,,,6224009160204,ELEGANCE,0,,0,PARFUME,FOGG ROLL ON,,,,52٫78,0,0,,1,نواقص,99999,,36,,2024/05/17,,,,,,,,2024/08/25,,-1,,,,,اسحق انور,,,,0,34٫55,36,2024/04/15,,36,لا,55,50,45,40,0
1221,PARFUME ICE UMITED FUN,0,0,70,0,175,0,140,0,100,0,80,0,2024/04/08,,,,,,,,,,,,,,,8276690200156,UMITED FUN,0,,0,PARFUME,ICE,,,,150,0,0,عطور,1,نواقص,99999,\us\134\pid\717\f132567560733293393013.png,70,,2024/03/25,,,,,,,,2024/04/08,Online,-1,2024/01/01,10,#ROYALELCHIM ,"ORIGINAL,PAREUM,UNITED,FON,ICE,عطر,يونايتد,فون,ايس,خلاصه,الزهور,المنعشه,والخشبيه",رويال/ادره المخازن,,,,0,60,70,2022/02/09,UNITED FON ICE,70,لا,175,140,100,80,2
1222,PARFUME IN BLACK EstelleEwen,0,0,0,0,250,0,220,0,180,0,140,0,,,,,,,,,,,,,,,,3700134403964,EstelleEwen,0,,0,PARFUME,IN BLACK,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,250,220,180,140,0
1223,PARFUME INDESCENCE GEPARLYS,0,0,95,0,175,0,150,0,120,0,100,0,2023/03/09,,,,,,,,,,,,,,,035002,GEPARLYS,0,,0,PARFUME,INDESCENCE,,,,84٫21,0,0,,1,نواقص,99999,,95,,2023/03/11,,,,,,,,2023/03/09,,-1,,,,,رويال/ادره المخازن,,,,0,45٫71,95,2022/02/09,,95,لا,175,150,120,100,0
1224,PARFUME INTENTION MEN Estelle Vendom,0,0,60,0,110,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,3700134400628,Estelle Vendom,0,,0,PARFUME,INTENTION MEN,,,,83٫33,0,0,,1,نواقص,99999,,60,,2023/10/12,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,45٫45,60,2022/02/09,,60,لا,110,90,80,70,0
1225,PARFUME LINITZ FEMME ESTELLE EWEN,0,0,70,0,145,0,120,0,100,0,85,0,2024/09/06,,,,,,,,,,,,,,,3700134404510,ESTELLE EWEN,0,,0,PARFUME,LINITZ FEMME,,,,107٫14,0,0,,1,نواقص,99999,,70,,2022/12/29,,,,,,,,2024/09/06,,-1,,,,,رويال/ادره المخازن,,,,0,51٫72,70,2022/02/11,,70,لا,145,120,100,85,0
